,year,sido,gugun,keyword,category,name,address,center
0,2020,서울특별시,강남구,어린이,어린이 박물관,서울상상나라,능동 능동로 216,"['37.528301694269', '127.036731423917']"
1,2020,서울특별시,강남구,어린이,놀이공원,어린이대공원,능동로 216,"['37.528301694269', '127.036731423917']"
2,2020,서울특별시,강남구,어린이,교육,용암토토어린이,용산동2가 47-1,"['37.528301694269', '127.036731423917']"
3,2020,서울특별시,강남구,어린이,아동 도서관,(주)어린이가천재,신당동 335-9,"['37.528301694269', '127.036731423917']"
4,2020,서울특별시,강남구,어린이,어린이집,어린이나라어린이집,구의동 250-16,"['37.528301694269', '127.036731423917']"
5,2020,서울특별시,강남구,어린이,소아 치과의사,서울어린이치과,44-15 강남구 서울특별시 KR,"['37.528301694269', '127.036731423917']"
6,2020,서울특별시,강남구,어린이,재단,초록우산 어린이재단,무교로 20,"['37.528301694269', '127.036731423917']"
7,2020,서울특별시,강남구,어린이,어린이집,(사단)어린이나라,구의1동 242-8,"['37.528301694269', '127.036731423917']"
8,2020,서울특별시,강남구,어린이,놀이터,새나라 어린이공원,후암동 두텁바위로,"['37.528301694269', '127.036731423917']"
9,2020,서울특별시,강남구,어린이,어린이집,(주)키즈엠어린이수영,번지 B 동 KR 서울특별시 강남구 신사동 528 보암빌딩 1층,"['37.528301694269', '127.036731423917']"
10,2020,서울특별시,강남구,어린이,협회 또는 조직,어린이재단빌딩,무교동 95,"['37.528301694269', '127.036731423917']"
11,2020,서울특별시,강남구,어린이,문화센터,어린이회관,능동 광나루로 441,"['37.528301694269', '127.036731423917']"
12,2020,서울특별시,강남구,어린이,학교,어린이병원학교,풍납동 388-1,"['37.528301694269', '127.036731423917']"
13,2020,서울특별시,강남구,어린이,소아 치과의사,바르고튼튼한어린이치과,선릉로162길 39,"['37.528301694269', '127.036731423917']"
14,2020,서울특별시,강남구,어린이,어린이 놀이시설,샛별어린이공원,사당5동 1144,"['37.528301694269', '127.036731423917']"
15,2020,서울특별시,강남구,어린이,소아 치과의사,CDC어린이치과병원,청담동 70-15,"['37.528301694269', '127.036731423917']"
16,2020,서울특별시,강남구,어린이,국립박물관,국립중앙박물관 어린이박물관,서빙고로 137,"['37.528301694269', '127.036731423917']"
17,2020,서울특별시,강남구,어린이,비영리단체,(사단)세계어린이태권도연맹,회나무로44길 36,"['37.528301694269', '127.036731423917']"
18,2020,서울특별시,강남구,어린이,어린이 놀이시설,어린이회관 눈썰매장,광나루로 441,"['37.528301694269', '127.036731423917']"
19,2020,서울특별시,강남구,어린이,어린이집,(사단)어린이세상,논현2동 263-9,"['37.528301694269', '127.036731423917']"
20,2020,서울특별시,강남구,어린이,어린이 박물관,서울상상나라,능동 능동로 216,"['37.524798414916', '127.052705726189']"
21,2020,서울특별시,강남구,어린이,놀이공원,어린이대공원,능동로 216,"['37.524798414916', '127.052705726189']"
22,2020,서울특별시,강남구,어린이,아동 도서관,(주)어린이가천재,신당동 335-9,"['37.524798414916', '127.052705726189']"
23,2020,서울특별시,강남구,어린이,교육,강동어린이회관,성내1동 556-1,"['37.524798414916', '127.052705726189']"
24,2020,서울특별시,강남구,어린이,어린이집,어린이나라어린이집,구의동 250-16,"['37.524798414916', '127.052705726189']"
25,2020,서울특별시,강남구,어린이,소아 치과의사,서울어린이치과,44-15 강남구 서울특별시 KR,"['37.524798414916', '127.052705726189']"
26,2020,서울특별시,강남구,어린이,재단,초록우산 어린이재단,무교로 20,"['37.524798414916', '127.052705726189']"
27,2020,서울특별시,강남구,어린이,어린이집,(사단)어린이나라,구의1동 242-8,"['37.524798414916', '127.052705726189']"
28,2020,서울특별시,강남구,어린이,어린이집,(주)키즈엠어린이수영,번지 B 동 KR 서울특별시 강남구 신사동 528 보암빌딩 1층,"['37.524798414916', '127.052705726189']"
29,2020,서울특별시,강남구,어린이,협회 또는 조직,어린이재단빌딩,무교동 95,"['37.524798414916', '127.052705726189']"
30,2020,서울특별시,강남구,어린이,문화센터,어린이회관,능동 광나루로 441,"['37.524798414916', '127.052705726189']"
31,2020,서울특별시,강남구,어린이,학교,어린이병원학교,풍납동 388-1,"['37.524798414916', '127.052705726189']"
32,2020,서울특별시,강남구,어린이,소아 치과의사,바르고튼튼한어린이치과,선릉로162길 39,"['37.524798414916', '127.052705726189']"
33,2020,서울특별시,강남구,어린이,소아 치과의사,CDC어린이치과병원,청담동 70-15,"['37.524798414916', '127.052705726189']"
34,2020,서울특별시,강남구,어린이,비영리단체,(사단)세계어린이태권도연맹,회나무로44길 36,"['37.524798414916', '127.052705726189']"
35,2020,서울특별시,강남구,어린이,국립박물관,국립중앙박물관 어린이박물관,서빙고로 137,"['37.524798414916', '127.052705726189']"
36,2020,서울특별시,강남구,어린이,공원,어린이왕국,석촌호수로,"['37.524798414916', '127.052705726189']"
37,2020,서울특별시,강남구,어린이,어린이 놀이시설,어린이회관 눈썰매장,광나루로 441,"['37.524798414916', '127.052705726189']"
38,2020,서울특별시,강남구,어린이,놀이터,행당어린이꿈공원,행당동 143-3,"['37.524798414916', '127.052705726189']"
39,2020,서울특별시,강남구,어린이,놀이터,어린이 놀이터,잠실3동 올림픽로 215,"['37.524798414916', '127.052705726189']"
40,2020,서울특별시,강동구,어린이,어린이 박물관,서울상상나라,능동 능동로 216,"['37.538315245953', '127.125148793383']"
41,2020,서울특별시,강동구,어린이,놀이공원,어린이대공원,능동로 216,"['37.538315245953', '127.125148793383']"
42,2020,서울특별시,강동구,어린이,학교,어린이나라어린이집,성내동 427번지 강동구 서울특별시 KR,"['37.538315245953', '127.125148793383']"
43,2020,서울특별시,강동구,어린이,교육,강동어린이회관,성내1동 556-1,"['37.538315245953', '127.125148793383']"
44,2020,서울특별시,강동구,어린이,어린이집,어린이나라어린이집,구의동 250-16,"['37.538315245953', '127.125148793383']"
45,2020,서울특별시,강동구,어린이,어린이집,(사단)어린이나라,구의1동 242-8,"['37.538315245953', '127.125148793383']"
46,2020,서울특별시,강동구,어린이,문화센터,어린이회관,능동 광나루로 441,"['37.538315245953', '127.125148793383']"
47,2020,서울특별시,강동구,어린이,놀이터,명일 어린이 놀이터,명일동 289-4,"['37.538315245953', '127.125148793383']"
48,2020,서울특별시,강동구,어린이,학교,어린이병원학교,풍납동 388-1,"['37.538315245953', '127.125148793383']"
49,2020,서울특별시,강동구,어린이,소아 치과의사,CDC어린이치과병원,청담동 70-15,"['37.538315245953', '127.125148793383']"
50,2020,서울특별시,강동구,어린이,공원,어린이왕국,석촌호수로,"['37.538315245953', '127.125148793383']"
51,2020,서울특별시,강동구,어린이,공원,미리내어린이공원,장안동,"['37.538315245953', '127.125148793383']"
52,2020,서울특별시,강동구,어린이,어린이 놀이시설,어린이회관 눈썰매장,광나루로 441,"['37.538315245953', '127.125148793383']"
53,2020,서울특별시,강동구,어린이,학교,영풍어린이공원,거여동,"['37.538315245953', '127.125148793383']"
54,2020,서울특별시,강동구,어린이,놀이터,어린이 놀이터,잠실3동 올림픽로 215,"['37.538315245953', '127.125148793383']"
55,2020,서울특별시,강동구,어린이,공원,염주골어린이공원,명일동,"['37.538315245953', '127.125148793383']"
56,2020,서울특별시,강동구,어린이,공원,늘봄어린이공원,장안동,"['37.538315245953', '127.125148793383']"
57,2020,서울특별시,강동구,어린이,공원,성내천어린이공원,성내동 463-4,"['37.538315245953', '127.125148793383']"
58,2020,서울특별시,강동구,어린이,공원,꿈나래어린이공원,고덕동,"['37.538315245953', '127.125148793383']"
59,2020,서울특별시,강동구,어린이,유치원,어린이회관유치원,능동 18-11,"['37.538315245953', '127.125148793383']"
60,2020,서울특별시,강동구,어린이,어린이 박물관,서울상상나라,능동 능동로 216,"['37.538092319306', '127.132275921498']"
61,2020,서울특별시,강동구,어린이,놀이공원,어린이대공원,능동로 216,"['37.538092319306', '127.132275921498']"
62,2020,서울특별시,강동구,어린이,학교,어린이나라어린이집,성내동 427번지 강동구 서울특별시 KR,"['37.538092319306', '127.132275921498']"
63,2020,서울특별시,강동구,어린이,교육,강동어린이회관,성내1동 556-1,"['37.538092319306', '127.132275921498']"
64,2020,서울특별시,강동구,어린이,어린이집,어린이나라어린이집,구의동 250-16,"['37.538092319306', '127.132275921498']"
65,2020,서울특별시,강동구,어린이,어린이집,(사단)어린이나라,구의1동 242-8,"['37.538092319306', '127.132275921498']"
66,2020,서울특별시,강동구,어린이,문화센터,어린이회관,능동 광나루로 441,"['37.538092319306', '127.132275921498']"
67,2020,서울특별시,강동구,어린이,놀이터,명일 어린이 놀이터,명일동 289-4,"['37.538092319306', '127.132275921498']"
68,2020,서울특별시,강동구,어린이,학교,어린이병원학교,풍납동 388-1,"['37.538092319306', '127.132275921498']"
69,2020,서울특별시,강동구,어린이,공원,어린이왕국,석촌호수로,"['37.538092319306', '127.132275921498']"
70,2020,서울특별시,강동구,어린이,공원,미리내어린이공원,장안동,"['37.538092319306', '127.132275921498']"
71,2020,서울특별시,강동구,어린이,어린이 놀이시설,어린이회관 눈썰매장,광나루로 441,"['37.538092319306', '127.132275921498']"
72,2020,서울특별시,강동구,어린이,학교,영풍어린이공원,거여동,"['37.538092319306', '127.132275921498']"
73,2020,서울특별시,강동구,어린이,놀이터,어린이 놀이터,잠실3동 올림픽로 215,"['37.538092319306', '127.132275921498']"
74,2020,서울특별시,강동구,어린이,공원,염주골어린이공원,명일동,"['37.538092319306', '127.132275921498']"
75,2020,서울특별시,강동구,어린이,공원,늘봄어린이공원,장안동,"['37.538092319306', '127.132275921498']"
76,2020,서울특별시,강동구,어린이,공원,성내천어린이공원,성내동 463-4,"['37.538092319306', '127.132275921498']"
77,2020,서울특별시,강동구,어린이,공원,꿈나래어린이공원,고덕동,"['37.538092319306', '127.132275921498']"
78,2020,서울특별시,강동구,어린이,유치원,어린이회관유치원,능동 18-11,"['37.538092319306', '127.132275921498']"
79,2020,서울특별시,강동구,어린이,공원,구둘어린이공원,구의2동 60-9,"['37.538092319306', '127.132275921498']"
80,2020,서울특별시,강북구,어린이,어린이 박물관,국립어린이과학관,창경궁로 215,"['37.625606582379', '127.023560785103']"
81,2020,서울특별시,강북구,어린이,,(사)어린이어깨동무,명륜1가 16-62번지,"['37.625606582379', '127.023560785103']"
82,2020,서울특별시,강북구,어린이,어린이 놀이시설,달마 어린이 교통공원,덕릉로 483,"['37.625606582379', '127.023560785103']"
83,2020,서울특별시,강북구,어린이,공중화장실,공중화장실 은모루어린이공원,수유동 172-209,"['37.625606582379', '127.023560785103']"
84,2020,서울특별시,강북구,어린이,공원,하계어린이공원,하계동,"['37.625606582379', '127.023560785103']"
85,2020,서울특별시,강북구,어린이,놀이터,현대어린이실내놀이터,공릉동 333-15번지 4층 재경빌딩 노원구 서울특별시 KR,"['37.625606582379', '127.023560785103']"
86,2020,서울특별시,강북구,어린이,공원,곰돌이어린이공원,하계동,"['37.625606582379', '127.023560785103']"
87,2020,서울특별시,강북구,어린이,공원,뻐꾸기어린이공원,하계동,"['37.625606582379', '127.023560785103']"
88,2020,서울특별시,강북구,어린이,놀이터,구봉어린이놀이터,미아동 산25-43,"['37.625606582379', '127.023560785103']"
89,2020,서울특별시,강북구,어린이,공원,번남어린이공원,번동 447-1,"['37.625606582379', '127.023560785103']"
90,2020,서울특별시,강북구,어린이,놀이터,나팔꽃어린이공원,월계동,"['37.625606582379', '127.023560785103']"
91,2020,서울특별시,강북구,어린이,공원,옹달샘어린이공원,공릉동 270-4,"['37.625606582379', '127.023560785103']"
92,2020,서울특별시,강북구,어린이,공원,새나라어린이공원,공릉동 569-21,"['37.625606582379', '127.023560785103']"
93,2020,서울특별시,강북구,어린이,공원,청암어린이공원,미아동,"['37.625606582379', '127.023560785103']"
94,2020,서울특별시,강북구,어린이,공원,새싹어린이공원,수유동,"['37.625606582379', '127.023560785103']"
95,2020,서울특별시,강북구,어린이,어린이병원,서울대학교 어린이병원,대학로 101 서울대학교어린이병원,"['37.625606582379', '127.023560785103']"
96,2020,서울특별시,강북구,어린이,공중화장실,공중화장실 운산어린이공원,미아동 165-3,"['37.625606582379', '127.023560785103']"
97,2020,서울특별시,강북구,어린이,공원,으뜸어린이공원,미아동 309-43,"['37.625606582379', '127.023560785103']"
98,2020,서울특별시,강북구,어린이,공원,꿈나라어린이공원,중계동,"['37.625606582379', '127.023560785103']"
99,2020,서울특별시,강북구,어린이,공원,색동어린이공원,수유동,"['37.625606582379', '127.023560785103']"
100,2020,서울특별시,강북구,어린이,어린이병원,서울대학교 어린이병원,대학로 101 서울대학교어린이병원,"['37.616051664254', '127.029561893667']"
101,2020,서울특별시,강북구,어린이,어린이 박물관,국립어린이과학관,창경궁로 215,"['37.616051664254', '127.029561893667']"
102,2020,서울특별시,강북구,어린이,,(사)어린이어깨동무,명륜1가 16-62번지,"['37.616051664254', '127.029561893667']"
103,2020,서울특별시,강북구,어린이,어린이 놀이시설,달마 어린이 교통공원,덕릉로 483,"['37.616051664254', '127.029561893667']"
104,2020,서울특별시,강북구,어린이,,석관임마누엘어린이,석관동 340-11,"['37.616051664254', '127.029561893667']"
105,2020,서울특별시,강북구,어린이,공원,하계어린이공원,하계동,"['37.616051664254', '127.029561893667']"
106,2020,서울특별시,강북구,어린이,놀이터,현대어린이실내놀이터,공릉동 333-15번지 4층 재경빌딩 노원구 서울특별시 KR,"['37.616051664254', '127.029561893667']"
107,2020,서울특별시,강북구,어린이,공원,곰돌이어린이공원,하계동,"['37.616051664254', '127.029561893667']"
108,2020,서울특별시,강북구,어린이,공원,소귀어린이공원,수유동,"['37.616051664254', '127.029561893667']"
109,2020,서울특별시,강북구,어린이,학교,유린어린이,신내동 572-2,"['37.616051664254', '127.029561893667']"
110,2020,서울특별시,강북구,어린이,놀이터,구봉어린이놀이터,미아동 산25-43,"['37.616051664254', '127.029561893667']"
111,2020,서울특별시,강북구,어린이,공원,번남어린이공원,번동 447-1,"['37.616051664254', '127.029561893667']"
112,2020,서울특별시,강북구,어린이,놀이터,나팔꽃어린이공원,월계동,"['37.616051664254', '127.029561893667']"
113,2020,서울특별시,강북구,어린이,공원,옹달샘어린이공원,공릉동 270-4,"['37.616051664254', '127.029561893667']"
114,2020,서울특별시,강북구,어린이,공원,새나라어린이공원,공릉동 569-21,"['37.616051664254', '127.029561893667']"
115,2020,서울특별시,강북구,어린이,공원,청암어린이공원,미아동,"['37.616051664254', '127.029561893667']"
116,2020,서울특별시,강북구,어린이,공원,꿈나라어린이공원,보문동7가 108-2,"['37.616051664254', '127.029561893667']"
117,2020,서울특별시,강북구,어린이,공원,새싹어린이공원,수유동,"['37.616051664254', '127.029561893667']"
118,2020,서울특별시,강북구,어린이,공원,미리내어린이공원,장안동,"['37.616051664254', '127.029561893667']"
119,2020,서울특별시,강북구,어린이,공원,으뜸어린이공원,미아동 309-43,"['37.616051664254', '127.029561893667']"
120,2020,서울특별시,강북구,어린이,어린이 놀이시설,달마 어린이 교통공원,덕릉로 483,"['37.644261229473', '127.017014592051']"
121,2020,서울특별시,강북구,어린이,공원,하계어린이공원,하계동,"['37.644261229473', '127.017014592051']"
122,2020,서울특별시,강북구,어린이,놀이터,현대어린이실내놀이터,공릉동 333-15번지 4층 재경빌딩 노원구 서울특별시 KR,"['37.644261229473', '127.017014592051']"
123,2020,서울특별시,강북구,어린이,공원,곰돌이어린이공원,하계동,"['37.644261229473', '127.017014592051']"
124,2020,서울특별시,강북구,어린이,공원,뻐꾸기어린이공원,하계동,"['37.644261229473', '127.017014592051']"
125,2020,서울특별시,강북구,어린이,놀이터,구봉어린이놀이터,미아동 산25-43,"['37.644261229473', '127.017014592051']"
126,2020,서울특별시,강북구,어린이,공원,번남어린이공원,번동 447-1,"['37.644261229473', '127.017014592051']"
127,2020,서울특별시,강북구,어린이,놀이터,나팔꽃어린이공원,월계동,"['37.644261229473', '127.017014592051']"
128,2020,서울특별시,강북구,어린이,공원,옹달샘어린이공원,공릉동 270-4,"['37.644261229473', '127.017014592051']"
129,2020,서울특별시,강북구,어린이,공원,새나라어린이공원,공릉동 569-21,"['37.644261229473', '127.017014592051']"
130,2020,서울특별시,강북구,어린이,공원,청암어린이공원,미아동,"['37.644261229473', '127.017014592051']"
131,2020,서울특별시,강북구,어린이,공원,새싹어린이공원,수유동,"['37.644261229473', '127.017014592051']"
132,2020,서울특별시,강북구,어린이,공중화장실,공중화장실 운산어린이공원,미아동 165-3,"['37.644261229473', '127.017014592051']"
133,2020,서울특별시,강북구,어린이,,(유한)어린이평생교육연구회,창동 38,"['37.644261229473', '127.017014592051']"
134,2020,서울특별시,강북구,어린이,공원,으뜸어린이공원,미아동 309-43,"['37.644261229473', '127.017014592051']"
135,2020,서울특별시,강북구,어린이,공원,꿈나라어린이공원,중계동,"['37.644261229473', '127.017014592051']"
136,2020,서울특별시,강북구,어린이,공원,색동어린이공원,수유동,"['37.644261229473', '127.017014592051']"
137,2020,서울특별시,강북구,어린이,공원,벽오산어린이공원,미아동,"['37.644261229473', '127.017014592051']"
138,2020,서울특별시,강북구,어린이,공원,종달새어린이공원,상계동,"['37.644261229473', '127.017014592051']"
139,2020,서울특별시,강북구,어린이,공원,갈월어린이공원,상계동,"['37.644261229473', '127.017014592051']"
140,2020,서울특별시,강서구,어린이,아동센터,SOS어린이마을 서울,신월동 149-7,"['37.530623362479', '126.846298237775']"
141,2020,서울특별시,강서구,어린이,,SOS어린이마을후원회,화곡동,"['37.530623362479', '126.846298237775']"
142,2020,서울특별시,강서구,어린이,놀이터,까치산어린이공윈,화곡동 102-206,"['37.530623362479', '126.846298237775']"
143,2020,서울특별시,강서구,어린이,공원,종점어린이공원,작동,"['37.530623362479', '126.846298237775']"
144,2020,서울특별시,강서구,어린이,아동센터,어린이재단 서울지역본부,신월동 27-3,"['37.530623362479', '126.846298237775']"
145,2020,서울특별시,강서구,어린이,놀이터,화곡3주구 어린이공원1,화곡동 1025-8,"['37.530623362479', '126.846298237775']"
146,2020,서울특별시,강서구,어린이,공원,꿈동산어린이공원,신정6동 314-1,"['37.530623362479', '126.846298237775']"
147,2020,서울특별시,강서구,어린이,공원,모태어린이공원,화곡동,"['37.530623362479', '126.846298237775']"
148,2020,서울특별시,강서구,어린이,교육,강성어린이스쿨,대림동 1027-28,"['37.530623362479', '126.846298237775']"
149,2020,서울특별시,강서구,어린이,공원,학마을어린이공원,신정3동 1293-4,"['37.530623362479', '126.846298237775']"
150,2020,서울특별시,강서구,어린이,놀이터,경인어린이공원,신월3동 196,"['37.530623362479', '126.846298237775']"
151,2020,서울특별시,강서구,어린이,공원,은행정어린이공원,신정4동 은행정로7길,"['37.530623362479', '126.846298237775']"
152,2020,서울특별시,강서구,어린이,어린이 놀이시설,개웅어린이공원,개봉로15길,"['37.530623362479', '126.846298237775']"
153,2020,서울특별시,강서구,어린이,공원,풀잎 어린이공원,공항동 705,"['37.530623362479', '126.846298237775']"
154,2020,서울특별시,강서구,어린이,공원,성곡어린이공원,작동,"['37.530623362479', '126.846298237775']"
155,2020,서울특별시,강서구,어린이,,어린이바둑교실,개봉2동 262-20,"['37.530623362479', '126.846298237775']"
156,2020,서울특별시,강서구,어린이,교육,소망어린이선교원,가양동,"['37.530623362479', '126.846298237775']"
157,2020,서울특별시,강서구,어린이,놀이터,등촌4단지어린이공원3,등촌3동 690,"['37.530623362479', '126.846298237775']"
158,2020,서울특별시,강서구,어린이,공원,수주어린이공원,고강동,"['37.530623362479', '126.846298237775']"
159,2020,서울특별시,강서구,어린이,공중화장실,공중화장실 개웅어린이공원,개봉동 340-8,"['37.530623362479', '126.846298237775']"
160,2020,서울특별시,관악구,어린이,어린이집,서울대학교 어린이보육지원센터 백합어린이집,낙성대동 산4-1,"['37.48179534558', '126.949190646132']"
161,2020,서울특별시,관악구,어린이,공원,송학어린이공원,봉천동,"['37.48179534558', '126.949190646132']"
162,2020,서울특별시,관악구,어린이,교육,강성어린이스쿨,대림동 1027-28,"['37.48179534558', '126.949190646132']"
163,2020,서울특별시,관악구,어린이,공원,해태어린이공원,신림동 103-141,"['37.48179534558', '126.949190646132']"
164,2020,서울특별시,관악구,어린이,어린이 놀이시설,샛별어린이공원,사당5동 1144,"['37.48179534558', '126.949190646132']"
165,2020,서울특별시,관악구,어린이,환승역/정류장,구암어린이집앞,,"['37.48179534558', '126.949190646132']"
166,2020,서울특별시,관악구,어린이,실내 놀이터,미키랜드어린이실내놀이터,봉천동 1000-1,"['37.48179534558', '126.949190646132']"
167,2020,서울특별시,관악구,어린이,국립박물관,국립중앙박물관 어린이박물관,서빙고로 137,"['37.48179534558', '126.949190646132']"
168,2020,서울특별시,관악구,어린이,아동 도서관,꿈나무어린이도서관,독산동 1022,"['37.48179534558', '126.949190646132']"
169,2020,서울특별시,관악구,어린이,소아 치과의사,연세어린이사랑치과,상도1동 394,"['37.48179534558', '126.949190646132']"
170,2020,서울특별시,관악구,어린이,어린이 놀이시설,고구동산어린이공원,본동 30-45,"['37.48179534558', '126.949190646132']"
171,2020,서울특별시,관악구,어린이,놀이터,꿈나무어린이공원,이촌로,"['37.48179534558', '126.949190646132']"
172,2020,서울특별시,관악구,어린이,공원,햇님어린이공원,상도1동,"['37.48179534558', '126.949190646132']"
173,2020,서울특별시,관악구,어린이,공원,영락어린이공원,청룡동 1555-16,"['37.48179534558', '126.949190646132']"
174,2020,서울특별시,관악구,어린이,어린이 놀이시설,어린이놀이터,반포동 977,"['37.48179534558', '126.949190646132']"
175,2020,서울특별시,관악구,어린이,출판사,(주)한국어린이신문,봉천동 647-47번지 3층 관악구 서울특별시 KR,"['37.48179534558', '126.949190646132']"
176,2020,서울특별시,관악구,어린이,체육관,해오름어린이공원,소하1동 546,"['37.48179534558', '126.949190646132']"
177,2020,서울특별시,관악구,어린이,놀이터,희망어린이공원,동작동,"['37.48179534558', '126.949190646132']"
178,2020,서울특별시,관악구,어린이,공원,상록어린이공원,남현동 승방3가길,"['37.48179534558', '126.949190646132']"
179,2020,서울특별시,관악구,어린이,,아이캔어린이스포츠,방배동 858-35번지 1층 서초구 서울특별시 KR,"['37.48179534558', '126.949190646132']"
180,2020,서울특별시,관악구,어린이,어린이집,서울대학교 어린이보육지원센터 백합어린이집,낙성대동 산4-1,"['37.469297888887', '126.938811543419']"
181,2020,서울특별시,관악구,어린이,학교,철산동 동원어린이책방,시흥동 1000-51,"['37.469297888887', '126.938811543419']"
182,2020,서울특별시,관악구,어린이,공원,송학어린이공원,봉천동,"['37.469297888887', '126.938811543419']"
183,2020,서울특별시,관악구,어린이,교육,강성어린이스쿨,대림동 1027-28,"['37.469297888887', '126.938811543419']"
184,2020,서울특별시,관악구,어린이,공원,해태어린이공원,신림동 103-141,"['37.469297888887', '126.938811543419']"
185,2020,서울특별시,관악구,어린이,어린이 놀이시설,샛별어린이공원,사당5동 1144,"['37.469297888887', '126.938811543419']"
186,2020,서울특별시,관악구,어린이,환승역/정류장,구암어린이집앞,,"['37.469297888887', '126.938811543419']"
187,2020,서울특별시,관악구,어린이,실내 놀이터,미키랜드어린이실내놀이터,봉천동 1000-1,"['37.469297888887', '126.938811543419']"
188,2020,서울특별시,관악구,어린이,공원,과일나라어린이공원,소하2동 1127,"['37.469297888887', '126.938811543419']"
189,2020,서울특별시,관악구,어린이,아동 도서관,꿈나무어린이도서관,독산동 1022,"['37.469297888887', '126.938811543419']"
190,2020,서울특별시,관악구,어린이,소아 치과의사,연세어린이사랑치과,상도1동 394,"['37.469297888887', '126.938811543419']"
191,2020,서울특별시,관악구,어린이,공원,햇님어린이공원,상도1동,"['37.469297888887', '126.938811543419']"
192,2020,서울특별시,관악구,어린이,공원,영락어린이공원,청룡동 1555-16,"['37.469297888887', '126.938811543419']"
193,2020,서울특별시,관악구,어린이,어린이 놀이시설,어린이놀이터,반포동 977,"['37.469297888887', '126.938811543419']"
194,2020,서울특별시,관악구,어린이,출판사,(주)한국어린이신문,봉천동 647-47번지 3층 관악구 서울특별시 KR,"['37.469297888887', '126.938811543419']"
195,2020,서울특별시,관악구,어린이,체육관,해오름어린이공원,소하1동 546,"['37.469297888887', '126.938811543419']"
196,2020,서울특별시,관악구,어린이,놀이터,희망어린이공원,동작동,"['37.469297888887', '126.938811543419']"
197,2020,서울특별시,관악구,어린이,공원,상록어린이공원,남현동 승방3가길,"['37.469297888887', '126.938811543419']"
198,2020,서울특별시,관악구,어린이,,아이캔어린이스포츠,방배동 858-35번지 1층 서초구 서울특별시 KR,"['37.469297888887', '126.938811543419']"
199,2020,서울특별시,관악구,어린이,공원,까치어린이공원,행운4길 2,"['37.469297888887', '126.938811543419']"
200,2020,서울특별시,관악구,어린이,어린이집,서울대학교 어린이보육지원센터 백합어린이집,낙성대동 산4-1,"['37.48899473512', '126.92798599296']"
201,2020,서울특별시,관악구,어린이,학교,철산동 동원어린이책방,시흥동 1000-51,"['37.48899473512', '126.92798599296']"
202,2020,서울특별시,관악구,어린이,공원,송학어린이공원,봉천동,"['37.48899473512', '126.92798599296']"
203,2020,서울특별시,관악구,어린이,교육,강성어린이스쿨,대림동 1027-28,"['37.48899473512', '126.92798599296']"
204,2020,서울특별시,관악구,어린이,공원,해태어린이공원,신림동 103-141,"['37.48899473512', '126.92798599296']"
205,2020,서울특별시,관악구,어린이,어린이 놀이시설,샛별어린이공원,사당5동 1144,"['37.48899473512', '126.92798599296']"
206,2020,서울특별시,관악구,어린이,환승역/정류장,구암어린이집앞,,"['37.48899473512', '126.92798599296']"
207,2020,서울특별시,관악구,어린이,공원,은행정어린이공원,신정4동 은행정로7길,"['37.48899473512', '126.92798599296']"
208,2020,서울특별시,관악구,어린이,실내 놀이터,미키랜드어린이실내놀이터,봉천동 1000-1,"['37.48899473512', '126.92798599296']"
209,2020,서울특별시,관악구,어린이,국립박물관,국립중앙박물관 어린이박물관,서빙고로 137,"['37.48899473512', '126.92798599296']"
210,2020,서울특별시,관악구,어린이,아동 도서관,꿈나무어린이도서관,독산동 1022,"['37.48899473512', '126.92798599296']"
211,2020,서울특별시,관악구,어린이,소아 치과의사,연세어린이사랑치과,상도1동 394,"['37.48899473512', '126.92798599296']"
212,2020,서울특별시,관악구,어린이,어린이 놀이시설,고구동산어린이공원,본동 30-45,"['37.48899473512', '126.92798599296']"
213,2020,서울특별시,관악구,어린이,놀이터,꿈나무어린이공원,이촌로,"['37.48899473512', '126.92798599296']"
214,2020,서울특별시,관악구,어린이,공원,햇님어린이공원,상도1동,"['37.48899473512', '126.92798599296']"
215,2020,서울특별시,관악구,어린이,공원,진주어린이공원,신정동 920-3,"['37.48899473512', '126.92798599296']"
216,2020,서울특별시,관악구,어린이,어린이 놀이시설,어린이놀이터,반포동 977,"['37.48899473512', '126.92798599296']"
217,2020,서울특별시,관악구,어린이,출판사,(주)한국어린이신문,봉천동 647-47번지 3층 관악구 서울특별시 KR,"['37.48899473512', '126.92798599296']"
218,2020,서울특별시,관악구,어린이,공원,꿈나래어린이공원,신정동 329-2,"['37.48899473512', '126.92798599296']"
219,2020,서울특별시,관악구,어린이,공원,해태어린이공원,신정1동 1017-5,"['37.48899473512', '126.92798599296']"
220,2020,서울특별시,광진구,어린이,어린이 박물관,서울상상나라,능동 능동로 216,"['37.541652103063', '127.070472061637']"
221,2020,서울특별시,광진구,어린이,놀이공원,어린이대공원,능동로 216,"['37.541652103063', '127.070472061637']"
222,2020,서울특별시,광진구,어린이,어린이병원,서울대학교 어린이병원,대학로 101 서울대학교어린이병원,"['37.541652103063', '127.070472061637']"
223,2020,서울특별시,광진구,어린이,아동 도서관,(주)어린이가천재,신당동 335-9,"['37.541652103063', '127.070472061637']"
224,2020,서울특별시,광진구,어린이,교육,강동어린이회관,성내1동 556-1,"['37.541652103063', '127.070472061637']"
225,2020,서울특별시,광진구,어린이,어린이 박물관,국립어린이과학관,창경궁로 215,"['37.541652103063', '127.070472061637']"
