id,year,sido,gugun,keyword,category,name,address,center
1117,2020,서울특별시,강동구,소아과,소아과 전문의,김인호소아과의원,송파동 97-8,"['37.540449508939', '127.127767071494']"
1118,2020,서울특별시,강동구,소아과,소아과 전문의,황소아과의원,방이1동 126,"['37.540449508939', '127.127767071494']"
1119,2020,서울특별시,강동구,소아과,소아과 전문의,삼성키즈소아청소년과,구의동 199-15,"['37.540449508939', '127.127767071494']"
1120,2020,서울특별시,강동구,소아과,소아과 전문의,연세준소아과,삼전동 180,"['37.540449508939', '127.127767071494']"
1121,2020,서울특별시,강동구,소아과,소아과 전문의,미사 연세365소아청소년과,망월동 519,"['37.551890780236', '127.134523926239']"
1122,2020,서울특별시,강동구,소아과,소아과 전문의,연세소아청소년과의원,잠실동 22,"['37.551890780236', '127.134523926239']"
1123,2020,서울특별시,강동구,소아과,소아과 전문의,지현소아청소년과의원,풍납1동 162-49,"['37.551890780236', '127.134523926239']"
1124,2020,서울특별시,강동구,소아과,소아과 전문의,해맑은소아과,구의동 47-19,"['37.551890780236', '127.134523926239']"
1125,2020,서울특별시,강동구,소아과,소아과 전문의,연세소아과,덕풍동 415-72,"['37.551890780236', '127.134523926239']"
1126,2020,서울특별시,강동구,소아과,소아과 전문의,권소아과의원,광장동 470-3,"['37.551890780236', '127.134523926239']"
1127,2020,서울특별시,강동구,소아과,소아과 전문의,최진소아과,자양동 581-1,"['37.551890780236', '127.134523926239']"
1128,2020,서울특별시,강동구,소아과,소아과 전문의,파크리오소아청소년과의원,신천동 17-4,"['37.551890780236', '127.134523926239']"
1129,2020,서울특별시,강동구,소아과,소아과 전문의,백태우소아과,잠실본동 184-9,"['37.551890780236', '127.134523926239']"
1130,2020,서울특별시,강동구,소아과,소아과 전문의,황소아과의원,방이1동 126,"['37.551890780236', '127.134523926239']"
1131,2020,서울특별시,강동구,소아과,소아과 전문의,삼성키즈소아청소년과,구의동 199-15,"['37.551890780236', '127.134523926239']"
1132,2020,서울특별시,강동구,소아과,소아과 전문의,서울아산 진소아청소년과,강일동,"['37.551890780236', '127.134523926239']"
1133,2020,서울특별시,강동구,소아과,소아과 전문의,해와별소아청소년과의원,마천로 41 수기빌딩 4층,"['37.551890780236', '127.134523926239']"
1134,2020,서울특별시,강동구,소아과,소아과 전문의,미래소아청소년과의원,명일동 327-1,"['37.551890780236', '127.134523926239']"
1135,2020,서울특별시,강동구,소아과,소아과 전문의,아가사랑소아과,중곡동 193-51,"['37.551890780236', '127.134523926239']"
1136,2020,서울특별시,강동구,소아과,소아과 전문의,Dr.고 소아청소년과,고덕로 256 명성프라자 401호,"['37.551890780236', '127.134523926239']"
1137,2020,서울특별시,강동구,소아과,소아과 전문의,권소아과의원,잠실본동 208-13,"['37.551890780236', '127.134523926239']"
1138,2020,서울특별시,강동구,소아과,소아과 전문의,박찬옥소아과의원,상봉2동 130-99,"['37.551890780236', '127.134523926239']"
1139,2020,서울특별시,강동구,소아과,소아과 전문의,윤명희소아과,방이동 89-11,"['37.551890780236', '127.134523926239']"
1140,2020,서울특별시,강동구,소아과,의사,이화소아청소년과의원,중곡동 142-17번지 2층 광진구 서울특별시 KR,"['37.551890780236', '127.134523926239']"
1141,2020,서울특별시,강동구,소아과,소아과 전문의,미사 연세365소아청소년과,망월동 519,"['37.546179770481', '127.141572112764']"
1142,2020,서울특별시,강동구,소아과,소아과 전문의,연세소아청소년과의원,잠실동 22,"['37.546179770481', '127.141572112764']"
1143,2020,서울특별시,강동구,소아과,소아과 전문의,소소아과의원,송파1동 19-6,"['37.546179770481', '127.141572112764']"
1144,2020,서울특별시,강동구,소아과,소아과 전문의,서울소아청소년과,와부읍 도곡리 986-1번지 313호 남양주시 경기도 KR,"['37.546179770481', '127.141572112764']"
1145,2020,서울특별시,강동구,소아과,소아과 전문의,삼성드림소아청소년과의원,잠실동 242-9,"['37.546179770481', '127.141572112764']"
1146,2020,서울특별시,강동구,소아과,소아과 전문의,마일스톤 소아청소년과,"미사강변남로 91 KR 르보아파크 II 317, 318호","['37.546179770481', '127.141572112764']"
1147,2020,서울특별시,강동구,소아과,소아과 전문의,지현소아청소년과의원,풍납1동 162-49,"['37.546179770481', '127.141572112764']"
1148,2020,서울특별시,강동구,소아과,소아과 전문의,해맑은소아과,구의동 47-19,"['37.546179770481', '127.141572112764']"
1149,2020,서울특별시,강동구,소아과,소아과 전문의,황정아소아과의원,삼전동 48-9,"['37.546179770481', '127.141572112764']"
1150,2020,서울특별시,강동구,소아과,소아과 전문의,연세소아과,덕풍동 415-72,"['37.546179770481', '127.141572112764']"
1151,2020,서울특별시,강동구,소아과,소아과 전문의,아이웰소아청소년과,잠실4동,"['37.546179770481', '127.141572112764']"
1152,2020,서울특별시,강동구,소아과,소아과 전문의,권소아과의원,광장동 470-3,"['37.546179770481', '127.141572112764']"
1153,2020,서울특별시,강동구,소아과,소아과 전문의,최진소아과,자양동 581-1,"['37.546179770481', '127.141572112764']"
1154,2020,서울특별시,강동구,소아과,소아과 전문의,파크리오소아청소년과의원,신천동 17-4,"['37.546179770481', '127.141572112764']"
1155,2020,서울특별시,강동구,소아과,소아과 전문의,백태우소아과,잠실본동 184-9,"['37.546179770481', '127.141572112764']"
1156,2020,서울특별시,강동구,소아과,소아과 전문의,황소아과의원,방이1동 126,"['37.546179770481', '127.141572112764']"
1157,2020,서울특별시,강동구,소아과,소아과 전문의,삼성키즈소아청소년과,구의동 199-15,"['37.546179770481', '127.141572112764']"
1158,2020,서울특별시,강동구,소아과,소아과 전문의,서울아산 진소아청소년과,강일동,"['37.546179770481', '127.141572112764']"
1159,2020,서울특별시,강동구,소아과,소아과 전문의,해와별소아청소년과의원,마천로 41 수기빌딩 4층,"['37.546179770481', '127.141572112764']"
1160,2020,서울특별시,강동구,소아과,의사,이은희소아과의원,잠실동 101-1,"['37.546179770481', '127.141572112764']"
1161,2020,서울특별시,강동구,학원,영어학원,테사 (TESA) 학원,미사강변대로 226번 안길 25 KR 디럭스 플라자 1 (5층,"['37.551214544916', '127.12867583912']"
1162,2020,서울특별시,강동구,학원,영어학원,크레오학원,방이동 209-2번지 1층 송파구 서울특별시 KR,"['37.551214544916', '127.12867583912']"
1163,2020,서울특별시,강동구,학원,컴퓨터학원,대건정보처리학원,명일동 347-3,"['37.551214544916', '127.12867583912']"
1164,2020,서울특별시,강동구,학원,입시준비학원,양지학원,명일2동 48-6,"['37.551214544916', '127.12867583912']"
1165,2020,서울특별시,강동구,학원,미술학원,자라다남아미술명일학원,명일동 46-1번지 8층 804호 명성프라자 강동구 서울특별시 KR,"['37.551214544916', '127.12867583912']"
